AAVE Sentence,Predicted SAE Translation,Target SAE Translation,BLEU Score
my me and my cousin graduated this,mom and my,cousin and i graduated,0.05194672862155564
this is new for me this whole like [UNK] accent thing,is new for me this whole to understand,is new for me this whole [UNK] accent thing,0.6004287712485592
mmhm hood beef,are of,disagreement,0.0
and i said to him but t [UNK] [UNK] my business i said,i said to him but i i he my my i said,i said to him but ti should have [UNK] him i said,0.3646285861936467
for one thing i dont have money be spending,one thing i do have many,one thing i dont have money to spend,0.179991489668559
its funny cause now im older,ironic im im older,funny because now im older,0.13100905001347277
howd yall [UNK] yall [UNK] on the field,you you all view on all all on the bench,did you all [UNK] you alls [UNK] on the field,0.08516138411042476
or when you scared you do,when you ask you do,when youre scared you will do,0.04918801305810201
all of em,of them,of them,0.2213885886251307
yall say it but yall dont say it now when females say yall be like,all it but you dont not say it but did like you all,say it but you do not say it when [UNK] say you say,0.18823925672677053
but they wasnt its just how they were saying so,they wasnt its just how they were about so,they werent its just how they were saying so,0.4854917717073234
its like [UNK] houses everywhere and then its like you get to know the people,like like to because and then you like you get to know the people,are [UNK] houses everywhere and then its like you get to know the people,0.4785543921093738
cause our mothers would whoop our asses if we cut out did some blood sister shit,of mother people come our our we were out sister who some me,our mothers would [UNK] us if we cut our hands to be blood sisters,0.022818144408437196
and what about some other games that you play like that,about some other man that to play like that,are some other games [UNK] you play like that,0.18169625671445833
im definitely gonna work,am not going to work,am definitely going to work,0.32184424080043433
yeah i go to,i go to,i attend,0.07249749990681824
nah nah im like well ive been here my whole life so it,no im like well ive been here i whole life of it,no im like well ive been here my whole life so it,0.5859059370151705
and i wanna say that life is not just these six blocks that we live like you asked me about the neighborhood,i want to say that people is not the the people and that we lived like you me about the,i want to say that life is not just these six blocks that we live like you asked me about the neighborhood,0.2760955640848288
what am i scared of its not that im of scared of anything its like uh it was just a little [UNK],am i was for not not that im of i anything its like what was was just a little thing,am i scared of its not that im scared of anything its like uh it was just a little [UNK],0.24456656109396324
no im actually very good im very happy and i really am like im not putting on because like theyre no one to put on for,im actually very nice im very even and i really is like im dont not let on like they were no one to put the,im actually very good im very happy and i really am like i am not [UNK] because like they are no one to lie for,0.13977395022790237
ah damn i [UNK] [UNK] bruh was white,i man for personally been in was your,damn i could have [UNK] he was white,0.03401086821506398
oh you gotta thats [UNK],you have to thats a,you have to thats [UNK],0.668740304976422
no i never no cause you cant,i never ive you can,i [UNK] because you cannot,0.05428693985879238
she let you [UNK],gives you to,lets you [UNK],0.07249749990681824
this boy that go to my school he a new boy,boy is go to my school is a new boy,boy that goes to my school hes a new boy,0.22490198823673885
pause [UNK],myself houses,so the witch got in,0.0
yeah with the other kids,with the other kids,with the other kids,1.0
i did ha i remember one bir one birthday party,did also i remember one of one,did have i remember one birthday party,0.20748340713083765
you were like laughing that was a fun game,were like lot with was a fun part,[UNK] a lot that was a fun game,0.17739111163122614
then he just keep telling everybody thats still my girl no we not together,he just even rdwork3 youve thats still my girl no not are not together,he just keeps telling everybody thats still my girl no we are not together,0.39073802494525
and then i saw i remember this white couple coming in the neighborhood,then i saw this remember this big cursing of in the neighborhood,then i saw i remember a white couple moving into the neighborhood,0.13929692701099317
where im going,i going going to,am i going,0.16821895003341453
contact yeah i saw her it had to be about,i i saw her it had to be going,yes i saw her it had to be about,0.7259795291154771
im been thinking about peyton,am been thinking about anyone,have been thinking about peyton,0.29950981436291046
they thought it they um they shot the um,leadership people thought they shot,white people thought they shot,0.668740304976422
oh another [UNK] i like to [UNK],no no the i to like to,yes about another [UNK] i like to [UNK],0.07860900804075133
thats like [UNK] you was doing it before it was [UNK],is how to was doing it before it was,is [UNK] you were doing it before it was [UNK],0.4180134288483488
hood beef,stores,disagreement,0.0
i have no idea but im glad she did i follow that thats a slow move,have not she but im mean not she did i have that thats thats a,have no idea but i am glad she did i follow that that is a wait and name moment,0.07944166750122827
they gonna be like,leadership program will you,black kids might,0.0
the [UNK] station where all the [UNK] usually go for like the night,nineties it things all of the players of go from the the night room,[UNK] station where all of the [UNK] usually go for like the night,0.11858206329002834
im gonna talk,going to talk,going to talk,0.5757197301274735
j [UNK] your hand w,your friends,your hand,0.06754436142034707
hes like oh yeah okay,is oh yes,said oh yeah okay,0.05194672862155564
and he he pulled it,he he does,he he pulled it out,0.10873134470594509
then the next day he wanna throw [UNK] why you [UNK] [UNK] at me like,the year day he want to come to why you you complain to at me like,the next day he want to throw [UNK] why are you throwing [UNK] at me like,0.24207623565173003
and yall get into it,you get to get with,you have a disagreement,0.0456496931223525
pretty nah actually i was working at rdwork3 getting eight dollars an [UNK],i i was up at looking at to and to,actually i was working at rdwork3 [UNK] eight dollars an [UNK],0.05702871379988104
and then i used to work right there too,then i used to work to goldman,then i used to work in that area too,0.46199933699457096
like this is how it is y matter of fact,is how it is kind of math,is how it is matter of fact,0.4347208719449914
just [UNK] whats your [UNK] um,relax your are your,[UNK] what are your [UNK] um,0.10202995073993343
most of the teams they play they not really that good,of the schools they are theyre is really,of the teams they play really arent that good,0.07475095167059852
like at them seven [UNK],at them congress,at seven eleven,0.07249749990681824
um if you had all the money in the world or all the money you ever wanted what would you do with that,you had all the the money in the world or all the the money or could ever to would you do that,you had all of the money in the world or all of the money you ever wanted what would you do with that,0.39710271664873675
howd it get [UNK] up anyway,it it get up up,did it get burned up anyway,0.1098261401671543
all of em except him,of them are him,of them except him,0.18616487055295167
she say yes,says yes,says yes,0.2213885886251307
trouble getting at how that happened,are the that happened,understanding how that happened,0.16821895003341453
most people that ha,people that have,people that,0.21177974141341938
and thats the one thing with which kids which yeah theyre thirteen fourteen,thats the one thing with that with the yes,thats the one thing with kids thirteen fourteen,0.44632361378533286
but now in being a,now in are will in,now that i am an adult,0.037374807627842434
that gotta happen like i want a [UNK] in either the back [UNK] or the front [UNK] one of em,that to keep to i want a sewing in races the back of on the numbers of one of them,got to happen like i want a [UNK] in either the back [UNK] or the front [UNK] one of them,0.12974710161962263
cause i dont like,i dont like,i dont like,0.5757197301274735
yeah thats gonna be your first option,yes that that your be your school you are,street life is often the first [UNK] when things go wrong,0.0
no another reason i remember ms rdname1 cause i used to have a friend from church,on reason i remember maybe rdname1 because i used to have a friend work sports,another reason i remember ms rdname1 because i used to have a friend from church,0.570282226440554
things got way more [UNK] when we was in high school,would more classes when we were in high school,got more [UNK] when we were in high school,0.6104735835807844
completely left,day,wrong,0.0
so it seems like youve done a lot of work with kids,it seems like youve have a of that with lot of,it seems like you have worked with kids a lot,0.14348558291572525
everybody wants the same goal but nobody else trying to reach it,would the the the make try it same else to to rdschool4 it,should be everybodys goal to break the cycle but not [UNK] trying to reach this goal,0.01956436644376296
and think you gonna come home,think there you,come home thinking,0.0
like i was [UNK] back then,was us when,was tough back then,0.05194672862155564
i dig it,understand,understand,1.0
women should at least be getting paid around the same [UNK] as guys if theres,should at least to people people of around around you are usually,should be paid the same amount as men if there is,0.020044994979069072
i had dressed in business [UNK] i really wasnt,income i in in i really was,attire was business [UNK] i really wasnt,0.09068059995923879
they telling me everything youre doing,perfect me everything youre doing,telling me everything youre doing,0.668740304976422
i have i have i have a love hate relationship in what i wanna do with life,have not have a love a work how to in what i want to do with from,have i have i have a love hate relationship in what i want to do with life,0.4385068972747104
do that,that,he will not cause problems,0.0
but all your friends are doing other stuff too,all lot friends doing other other that other,your friends are doing other things as well,0.07882588442342651
and i look at it now cause i work at rdwork2,i look at it now i i work at to,i look at it now because i work at rdwork2,0.5253819788848316
aint my boo no more i dont care,my class no more i dont care,my boyfriend any more i dont care,0.4347208719449914
thats where i met rdname2 cause me and him cause we met,where i met rdname2 because me and i met we met,where i met rdname2 because him and i because we met,0.4497332084013506
we dont know where her [UNK] were my mother [UNK] my face she would check me took me to the doctor to get my skin checked it was a big,did know where coach is in my mother said me color she would say me mouth she i my to get next i get my card it was,dont know where her [UNK] were my mother [UNK] my face she would check my face and took me to the doctor to get my skin checked it was,0.05257298914772694
sometime i play [UNK],i play,i play [UNK],0.13427896671164932
that you bought,you the good you are to,its a bleach that you have bought,0.03182213000550693
that mean you dont have to do nothing you know just jump like you jumping now,certain are do have to do anything you know just deal like you are know,means you dont have to do anything you know just jump like how you are jumping now,0.39791481115814364
you [UNK] uh,understand,know,0.0
thats amazing man,agree,amazing,0.0
i see myself in college playing football cause,see to in every playing football because,see myself in college playing football because,0.21938699234088677
so hows it gonna be when you cant just get on the [UNK] and go somewhere you cant get on the bus,coach i the just get you cant,how will you feel when you,0.03235934848975789
well i say that too though cause either way,i say that too too way,i say that too though because either way,0.38498150077635496
l i dont know no more,dont know any more,dont know the others,0.16821895003341453
thats why these [UNK] thats how these buildings got [UNK],is why their places that how how their year,is why these [UNK] that is how these building became [UNK],0.06019208559595749
bugging wilding,might behaving do,are misbehaving or not paying close enough attention to context,0.0
whoever answer the [UNK] right we get,the people mod right you get,answers the [UNK] right we get,0.049475702907177795
im not finna go in the house change my cause i got blood all over my shirt yall ima have to go in the house change my clothes,not going to in the house to my because i have there all over my church you all going to go to the in the house a say my,not going going into the [UNK] change my because i got blood all over my shirt yall im going to have to go in the house and change my,0.13016855989323306
i stick to myself,decided to myself,stay to myself,0.21177974141341938
they dont wanna,dont want to,dont want to fight,0.41252121275142684
what [UNK] we got,was we have,[UNK] we have,0.21177974141341938
where i go,i i go,do i go,0.21177974141341938
uh in your group of friends that you said your [UNK] group of friends is there any one person that everybody [UNK] to or,your group of friends that you said your cupcake to of friends is there any other thing that everybody is to interact,your group of friends that you said your [UNK] group of friends is there any one person that everybody [UNK] to or,0.5123350305765596
how am i gonna get help from the teacher if,do i going to get help from the teacher if,am i going to get help from the teacher if,0.8801117367933934
but i mean that that whole moment about youre a student athlete youre dont cuss this girl dont,i mean that that boy about you a student athlete youre not get this girl,i mean that whole moment about youre a student athlete youre dont curse this girl dont,0.2547001422654908
my mother [UNK] about where we lived at,my my about where we lived,mother [UNK] about where we lived,0.5081327481546147
a [UNK] of what it is yeah,a a it is yes,of what it is yes,0.29950981436291046
he would do some crazy stuff and sometimes go all throughout the building but he would come back,would not to and all of the building but he come come the building he come back,did stuff that was out of the ordinary and would sometimes walk throughout the building but would return,0.09525348180224984
then he just aks me whats wrong and i said son,he just even me to wrong and i said hey,he just [UNK] me whats wrong and i said son,0.32466791547509893
i tell em to,tell them to,tell them to,0.5757197301274735
people that live in public housing they aint shit even subsidies right you have those [UNK] for that,that live in their that to are not picking why real right you have had to that,that live in public [UNK] they are not good even subsidies right you have [UNK] for that,0.14535614527378005
it started off with like,started acceptable with like,started off with,0.07258113984652705
and im like yeah let me sign yall little sign in sheet let me hear what yall gotta say about this [UNK],im said yes let me and in if class in gentrification let me you what you have to say about this,i said yeah let me sign your little sign in sheet let me hear what you have to say about this [UNK],0.33076252225239794
yeah its bigger,it is larger,it is larger,0.5757197301274735
but i had got the job and then,i had had job and then,i got the job and then,0.25119835939119545
year before last,before the,before last year,0.04096772609215166
uh im gonna punch in now im gonna punch out like i it feels so [UNK] that its [UNK],im going to punch in now i going to punch out like i it is like hes its,im going to punch in now im going to punch out like i it feels so normal that its terrible,0.5394823095728076
cause i was like one of the top,i was like one of the of,i was like one of the top,0.8091067115702212
she was nice she [UNK] me the best all in the room,was nice she put me the best of the weve the room,was nice she liked me the best of all in the room,0.34172334076593075
and that other team got to [UNK] the ball,that other has gets to be the ball,the other team has to catch the ball,0.089563496460826
oh but just at different times,its at different times,just at different times,0.43146827293898643
cause she wrote me a [UNK] i cant even remember her name now,she made me a bitch i even remember her name,she wrote me a i cant even remember her name now,0.30374414220764573
i d it was not like,example program i,the beginning,0.0
okay what else you wanna ask,what else you you want to ask,what else do you want to ask,0.488923022434901
is it cool like sometimes do yall finish,it feels like sometimes you you all but,it cool like sometimes do you all finish,0.1065095472357353
made it new so,it new so,it new,0.21177974141341938
he come sit by me i move,comes pregnant to to play,sits by me i move,0.0
do their drugs at and everything like a little crack spot,th drugs at lands little beat of,their drugs like a drug [UNK],0.03235934848975789
like if you tell me a story,if you are me rival,hearing someone tell a story,0.0
yeah thank you appreciate it this has been fun,theyre you could it was was been here,thank you appreciate it this has been fun,0.03763921292692165
and im always like,im always say,i always say,0.21177974141341938
that dont mean anything girl let me finish laugh,doesnt mean anything with let me show,doesnt mean anything girl let me finish,0.24279161784109232
i started realizing that not everybody bad,started thinking that wasnt everybody funny not,started realizing that not everybody is bad,0.04576302950377294
you know thats one of the reasons that you come to the club is so you cause you have people who,know thats one of the things that you come to the beach is so you have you have people who,know thats one of the reasons that you come to the club is so you because you have people who,0.540785378808267
somethings gonna happen to me im about to die,to to lean to me im about to it,going to happen to me im about to die,0.4671379777282001
i dont know what she did with em,dont know what she did with with,dont know what she did with them,0.8091067115702212
and so they [UNK] him two [UNK] holes in his neck,so they get him in happening father in in his situation,so they [UNK] him with two [UNK] holes in his neck,0.07762047774578669
like either shoot up the place or what,like the place or,shoot their guns,0.0
just killed the whole thing,relax is killed the whole thing,it just killed the whole,0.23376641384792204
i have few boys on my side,have a lot playing on my side,have a few boys on my side,0.24279161784109232
ima ima give you a [UNK] roll after we finish,going going to leave you a bitch to after we became,im going to give you a [UNK] roll after we finish,0.08990719279128671
um i like school,like school,like school,0.2213885886251307
do you feel like lets go back to that for a second cause right now all the stuff thats going on especially like black men,you feel like to go to to that for a hip because right now and is going right like like like like,you feel like lets go back to that for a second because of everything that is happening right now especially with black men,0.178964291926775
and they show you,they said me,you meet,0.0
since ive moved out i lived out in [UNK],ive moved out of lived out in,ive moved out ive lived out in [UNK],0.28150046383044863
you loyal,are supposed start,are loyal you loyal,0.05194672862155564
[UNK] down in the house l,then boys is in in,the house burned down,0.0
ninth [UNK] everybody was like you huge so they moved me into advanced [UNK],grade like was like you are not food they had me at,[UNK] everybody was like you are huge so they moved me into advanced [UNK],0.1986045076930839
and i get to fighting her,i get to deal her,i start to fight her,0.06007837481758424
hopscotch and marbles and just r hitting a ball on top of the house or something and shed yell us,and a music he can a ball on machine and the house or something and nobody found,and marbles and just hitting a ball on top of the house or something and shed yell at us,0.26916574623990996
like i got in a altercation a couple days ago,i have in a rochester a couple of gentrification ago,i got into an altercation a couple of days ago,0.14619963489696408
colored boy got shot,colored has got,colored boy got shot,0.06177541927786947
yeah what about what do yall know about go go like when d when,what about what do you all know about go to like,what about what do you all know about go go,0.7860753021519787
im quitting now but gotchu fuck you like yeah you had a black girl at the front [UNK] this [UNK] time and you didnt know,leaving now but youre as if you had yes you had a black girl at the ball of this doesnt time and you didnt know,quitting now but got you fuck you like yes you had a black girl at the front counter this entire time and you didnt know,0.45359393336810816
okay so whyd yall move to hahira,so man do you to to do,so why did [UNK] move to hahira,0.03848196746087264
and then with it being a all [UNK] school and,then with it are a all of school and,then with it being an all male school and,0.1901696869733609
thats where we have [UNK] at,where we have to,where we [UNK],0.16821895003341453
um so high school was pretty good,high school was high good,high school was pretty good,0.32184424080043433
[UNK] or whatever,or,or other conversations,0.1353352832366127
now i cant blame things on my sister like oh,i cant speak for on my sister me,i cant blame things on my sister for example,0.19173026589128161
what i gotta do,to i have to do,what i need to do,0.13414195051824768
and this your first year,this your first first,this is your first year,0.14498534696702547
come on,to,way,0.0
she give me some more,gives me more more,gives me some more,0.18616487055295167
back at the door like he always came back,at the next like he came back,to the door he always came back,0.09744264611591712
um they do like different activities,they do say,they do different activities,0.15174681566793558
you know i dont get you know what im saying i just,know i do get you know i,know i dont get you understand,0.1158794880657409
dc and maryland got their own [UNK] but if you from out of town,looked lunch have their own tv but if you from numbers of town,and maryland has their own [UNK] but if youre from out of town,0.07965396543680063
i know yall see me president out of this thing,know you all me out of this things as of,know you see me president of the united states,0.06772635600430824
does it do you think its gonna take,you do you think its going to take,it do you think its going to take,0.8408964152537145
and we end up getting into the back of the truck,we left up becoming from the back of the truck,we ended up getting into the back of the truck,0.42728700639623407
theyd bring her things back to the classroom that was,bring bring her things back to the next that was,would bring her things back to the classroom that was,0.5814307369682193
and then w,then,then we,0.36787944117144233
oh okay you like him cause girl your whole face lit up,okay you like wow because ive your whole whole ago up,okay you like him because girl your whole face [UNK] up,0.15879290035049448
it didnt matter which neighborhood i was in like,did matter to from i father in in,didnt matter which neighborhood the kids were from because,0.03001448585400683
all us started crying,of us started,of us started crying,0.41252121275142684
some of yall niggas still got obama care but,people people doubt been but,people still have obamacare but,0.05428693985879238
and i im a late bloomer,am a late bloomer,was a late bloomer,0.43146827293898643
every city has a [UNK] side but,as there a boutique to but,city has an [UNK] side but,0.03759340464156993
and only person that i,only only person that i,the only person that i,0.668740304976422
even if you eat healthy when they go home they gonna eat whatever they wanna go and eat,if you are chicken when they go home they going to go and they want to go and eat your,if you eat healthy when they go home theyre going to eat whatever they want to go and eat,0.412295470431275
people were out their windows,were out of their man,were out of their windows,0.668740304976422
thinking about how y how you got into education or how you or even thinking about your own [UNK] as a,about how i got into this or did you or even thinking about your own while of a,about how you got into education or how you or even thinking about your own [UNK] as a,0.410234958813199
your shoes is on [UNK],attitudes is on parkland,shoes are on [UNK],0.061033220311973134
they know im not gonna do nothing because i want better for myself,is not going to to i want better me,will not start trouble because he wants to better himself,0.03030492851898195
when people come over i gotta make sure my,people come over make make to have to make sure my,people come to my apartment i have to make sure my,0.4172261448611506
the creation living now her name was,water in in her her,[UNK] is living now,0.0
you like madden,you like to personally,you like madden,0.16821895003341453
he had hit my friend,had my friend,hit my friend,0.21177974141341938
he chilling right now,he,relaxing right now,0.0
ooh my daddy was born,father was born,dad was born,0.21177974141341938
im telling them to li they should go to my projects and im like you know what,telling them to go they went go to my wouldnt and im said you know what,telling them to li they should go to my projects and i said you know what,0.29615165360116247
thank you thank you yeah,you are you,you yes,0.07249749990681824
theres been times where,are been helping where,have been times where,0.07258113984652705
yeah boy,wow,boy,0.0
like awhile ago when i was going but n [UNK] since now im gonna move,when i i was going but make to hes am going to move,ago when i was attending but [UNK] now i am going to move,0.2691109110344472
so they gonna [UNK] ill be the biggest [UNK] cause thats not allowed,they are going trying to be the food no because thats not fair,they are will [UNK] ill be the biggest [UNK] because thats not allowed,0.14303090470153182
[UNK] [UNK] men stuff like that,to to stuff like that,[UNK] men artists like that,0.12121093525642128
and theyre gonna say [UNK] and im gonna kill everything because i know every song and like,they going to say joe and im going to try money because i know every song and like,theyre going to say [UNK] and im going to kill everything because i know every song and like,0.5381607389335188
its the [UNK] best,the to complainer,the [UNK] and the best,0.03722145753922423
im i di,i am,i,0.06754436142034707
you kept off grass,kept out cupcake,stayed off of the grass,0.0
fridays i like the [UNK] [UNK] laughing,science i like the history of,fridays i like the [UNK] [UNK] laughing,0.19787899721548216
he be real mad i dont care,is really smart im dont care,gets really mad i dont care,0.10754421249521595
they be getting mad,are always married,will get mad,0.0
thats real thats real i will definitely wanna,is real that is really i will not to,is genuine that is genuine i will definitely want to,0.08852677586884013
[UNK] he turnt up too,up chopped up too,he made great music too,0.04753271977233425
okay how late are you gonna be,how see are you going to be,how late are you going to be,0.6434588841607617
yeah id trip,ive say personally,id think its crazy,0.0
kill means like you [UNK] with something,your are youre like to something,means like youre [UNK] with something,0.049475702907177795
he he [UNK],he,alright,0.0
uh wednesday nights they got a open mic,nights they have an open mic,nights they have an open mic,1.0
but it was a lot of cars behind me so i couldnt stop but i saw her walking um,it was a lot of gentrification right me so i could stop stop him i saw her word,there were a lot of cars behind me so i could not stop but i saw her walking um,0.24072824011291075
everything is great and you know we go to h you wanna get a drink,is better and you know we go to want to get a church,is great and you know we go to you want to get a drink,0.5484498092204758
you can um hit somebody in the head with the bottle,can count within in the head with the neighborhood,can hit somebody in the head with the bottle,0.4671379777282001
nah i say like around like s,i say around,i say like around like s,0.08622093865590943
aware twenty four seven even in,down down where in,alert [UNK] even,0.0
y people used to come back fucked up from cops,people used to come to until up times,people used to [UNK] back fucked up by cops,0.15654710656059528
gotcha okay and is it like so you can be any age or is it just [UNK],said you you are can going of or is it see problem or,understand [UNK] can you be any age or do you have to be a [UNK],0.02270428034239883
that could go smooth for a boy or a girl,we go great boy or a,would be a good boy or girl name,0.07705879552382316
you take the bus,you take the locks,you take the bus,0.43146827293898643
well some thing he did to this boy brother,some is did to to does to this boy brother,it was about something he did to this boys brother,0.08054066443353063
but i was like shoot im [UNK] im well liked anyways so,i was thinking good im going anyone anyone,i was like ok im well liked anyways so,0.0695635988471652
you gonna be getting in enough fights,going to be going in dc months,going to be getting into enough fights,0.19308506685901675
crack heads on the corner,addicts out the corner,addicts on the corner,0.18616487055295167
uh i had a lot of situations like that,had a lot of things like that,had a lot of situations like that,0.488923022434901
thats what the whole experience is about getting away the first maybe the first month or two youll come home but trust me after you get that freedom and you,the the whole people with about getting into is the is first to thing thing is two have beafter me at for they me you you get that,what the whole experience is about being away from home the [UNK] the first month or two you will return home but trust me after you have that freedom,0.033591148885554256
way better than being in the city like at first i didnt,is being than being in the area like at i didnt,was better than being in the city at first i didnt,0.28997844147152074
i had we had two other section [UNK] though that would just always yell at em,had had had two other i had to that would just always hid at them,had we had two other section [UNK] though that would just always yell at them,0.2722589423069702
if its like im not gonna go [UNK] like get red [UNK] or something if its just,its not im not going to go to like get chilling or something if its just,its like im not going to go [UNK] like get red [UNK] or something if it’s just,0.3308478035107364
about what you wanna do,what you want to do work,what you want to do your [UNK],0.6431870218238024
she gonna take me and uh two other girls over my over her house tomorrow,going to take me and uh two other girls over my the house and,going to take me and uh two other girls over to her house tomorrow,0.6930977286178778
rdname2 shady,is untrustworthy,is untrustworthy,0.2213885886251307
pause [UNK],to,i know two,0.0
he tell his mother that i hit him,is his mother that i hit him,tells his mother that i hit him,0.8091067115702212
when its my sister wear something of mine,it sister is something my,my sister wears something of mine,0.04918801305810201
where cops pull down they pants,does did their their face,cops pull down their pants,0.0456496931223525
i dont even remember what it was but im like okay,dont not remember what it was but i said okay,do not remember what it was but i know okay,0.6606328636027614
is really dope its just its a [UNK] in the [UNK] like we have,really really is just its a guy in the youth in we have,really awesome its just its a [UNK] in the [UNK] like we have,0.1478862758337968
you know they gonna say something about that but it aint that big of a deal,know that going say something about that but it doesnt that big of a thing,know people will say something about that but it not that big of a deal,0.5038920485259633
like thats what i need to reach,thats need to asking,i needed to do,0.061033220311973134
i brought six [UNK] my [UNK] that i grew up,was up my my my dissertation that to grew up this,brought six close [UNK] my close [UNK] that i grew up with,0.0563650624794671
my mom was [UNK] d i think my dad was north carolina,mom was completely my my to my think my mama my,mom was born in [UNK] dc i think my dad was born in north carolina,0.05102976191052588
my hood girls side,family were side,neighborhood girls side,0.07249749990681824
before i turn off the recorder yeah okay,i turned the of one okay,i turn off the recorder yes okay,0.04188027833704343
and they the only ones who stayed down like hey,they are the only people who work away like,they are the only ones who stayed with us like hey,0.2644967217413845
then rdname2 jump in it and try to hit me,rdname2 for in prek and start hit to me me,rdname2 jumped into it and to try to hit me,0.03507713682027595
you know that people actually pay to go to high school like what,know that people actually like to go to high school,know that people actually pay to go to high school crazy,0.5954165059120786
because i had um,i had um,i had,0.21177974141341938
i know where walmart at thats twenty minutes away and the shuttle bus take you you know cause your first year you cant have no car,know where person is not the going going to you the baby will you you you you understand because your my year you cant have a car,know where the walmart is at thats twenty minutes away and the shuttle bus can take you you know because during your first year you cant have a car,0.21717037637999745
have a nice day maam and the lady [UNK] around and throw the pee on her,a nice day thing and the lady and around and the the best on her,a nice day maam and the lady [UNK] around and threw the pee on her,0.1817488565621277
if i think about it it was this guy his name is rdname1,i think about it it was this i his name is rdname1,i think about it there was this guy his name was rdname1,0.29502343631964045
and and you know play like we was married to [UNK],know know to make careful and,would [UNK] to be married,0.03759340464156993
find something that you would like,stuff that you would,something that you would like to do,0.20381118070530826
of course it was violence of course there was drugs,course it was other of course there was no,course it was violence of course there were drugs,0.24301522025660227
cause sometime i be [UNK] and,sometimes i am outdoors the,sometimes i fall asleep in class and,0.08125011970110721
and then i bought some stuff put some stuff together,then i bought some other around some stuff from some,then i bought some things put some things together,0.2777619034011791
a better [UNK] and this that and the other which is,better stands and and and,better [UNK] which is,0.0456496931223525
like i dont live out there,dont live out there,dont live in south forestville,0.13100905001347277
uh [UNK] or pick n save,or come me,or pick n [UNK],0.05194672862155564
i mean [UNK] he would wanna go with me,mean the he would want to go with me,mean [UNK] he would want to go with me,0.7506238537503395
oh it was dancing,it was awesome,there was dancing,0.07249749990681824
took the chess board out saying we gonna play chess,took the entire thing out we we going to play with,took the chess board out and said were going to play chess,0.13951248267890293
i [UNK] we were gonna do [UNK] one day,thought to were going to do to there there,[UNK] we were going to do [UNK] on day,0.2984745896009823
trash,dutch seconds,things,0.0
yeah different [UNK] and we do interviews we had to get get the interviews done we had to call em,different i and do not we had to get to money any we had to delaware them,different [UNK] we did interviews we had to [UNK] the interviews done we had to call them,0.1334804811469729
i dont really listen to him like that,dont really know to him like lot of,dont really listen to him a lot,0.1065095472357353
we was like,were,said,0.0
sometime i be with uh,i will with,i was with uh,0.06177541927786947
[UNK] guns before,up,guns,0.0
that was a [UNK] where i was like no i dont wanna be here i gotta get out i wanna get out i wanna move like,was a ap where i was like no i dont want to be here i would to get out i want to get out i want to do out,was a [UNK] where i was like no i dont want to be here i have to get out i want to get out i want to move,0.7471675769928026
know we have volunteer,have diversity meeting,have a volunteer,0.07249749990681824
nobody else can help you but you but yourself,when and and can you can are,one else can help you but yourself,0.03848196746087264
um from there i ended up moving into [UNK],k i ended up with from no,there i ended up moving into [UNK],0.19308506685901675
then you actually see dc,are you dc life city thing,then get to see the real dc,0.03182213000550693
now t rdname2 and rdname2 yall cant work together,the are rdname2 are can cannot do together,rdname2 and rdname2 you all cant work together,0.03401086821506398
but he been chilling in a good way though like,hes been helping in a good way,hes been relaxing in a good way like,0.42383656282787796
what do yall think of like at your age like what do yall think of like,do you all think of your at your what what do you all think of like,do you all think of like at your age like what do you all think of like,0.6025268807412927
no didnt go f,didnt go,didnt visit with friends,0.02484818193359921
i liked dealing with at [UNK] i liked dealing with like,asked thinking with people to didnt thinking with,liked dealing with [UNK] i liked dealing with like,0.03001448585400683
yeah so but you would [UNK] say youre more of a,so but you would get to youre more of a,so but you would [UNK] say youre more of a,0.5253819788848316
why i came i came to live my life and,came he to live my life and,am here to live my life and,0.6147881529512643
i dont really wanna do it because im already on a dance team,dont really want to do it because im already on a gap,dont really want to do it because im already on a dance team,0.8313539764691034
you gotta aks rdname2 i dont know,have to that i do know,have ask rdname2 i dont know,0.049475702907177795
[UNK] got ran over by a car,to over over someone a car,was run over by a car,0.10754421249521595
and he give me that,he give me that,he gives me that,0.18616487055295167
thats the hang out,where people like to hang out,where people like to hang out,1.0
or the next day you know you got these gang members [UNK] [UNK] coming in and out of the school we like who are yall whered yall come from,the next day you got you got an places where out to in in and out of the school we like are you all you you go from,the next day you know you got these gang members [UNK] [UNK] coming in and out of the school we though who are you where did you come from,0.3325171146977884
with the blue,no testicles to their paper the public paper,you [UNK] to the bleach [UNK] in the [UNK] with the blue label,0.018204705905966265
like thats why i like to be down here because im not,is how i like to be to here because im,is why i like to be down here because,0.32466791547509893
man and it came around to be a little boy,she came around little boy,it was a little boy,0.12121093525642128
as when i hit eighteen,i dressed up,i [UNK] eighteen,0.07249749990681824
but then hear this nigga rdname1,then have that again too,i heard this nigga rdname1,0.0
this your first time you a only child,your your time time you are a only child,is your first time you are an only child,0.1901696869733609
yeah some of that stuff you be like what rdname3 be showing me some work they got they got,some of that stuff you are what else is let me work me got to have,some of that stuff you think what rdname3 shows me some work they [UNK] have,0.26518122980477765
i started realizing why i was different from other people cause like,started thinking like i was different from the people because,started realizing why i was different from other people because like,0.30374414220764573
he said its my teacher i said you aint getting her,said its my teacher i i didnt you are not getting her,said its my teacher and i said you are not getting her,0.5452469119630863
you get [UNK],shot,[UNK],0.0
the t work that we just did,craziest work we just did,work that we just did,0.32184424080043433
ill say i respect him a lot because it just,was i a lot of it,respect him a lot because,0.09717716588732002
