AAVE Sentence,Predicted SAE Translation,Target SAE Translation,BLEU Score
i dont know nothing about that i just w i just want to live on a [UNK],dont know anything about that i just i just i to live on a few,dont know anything about that i just i just want to live on a [UNK],0.7241577342575828
my me and my cousin graduated this,best and my little out,cousin and i graduated,0.0456496931223525
this is new for me this whole like [UNK] accent thing,is new for me this is ordinary with is,is new for me this whole [UNK] accent thing,0.44632361378533286
mmhm hood beef,in,disagreement,0.0
and i said to him but t [UNK] [UNK] my business i said,i said to him but they is called me with with said,i said to him but ti should have [UNK] him i said,0.33180774028439425
for one thing i dont have money be spending,one time i dont have money to dance,one thing i dont have money to spend,0.5410822690539396
its funny cause now im older,ironic because now really,funny because now im older,0.13100905001347277
howd yall [UNK] yall [UNK] on the field,did you all walking on of story on the ball,did you all [UNK] you alls [UNK] on the field,0.16179649260725834
or when you scared you do,when i scared you do,when youre scared you will do,0.11801586795186178
all of em,of them,of them,0.2213885886251307
yall say it but yall dont say it now when females say yall be like,are it but you do not say it now she to you will that,say it but you do not say it when [UNK] say you say,0.44710186192584195
but they wasnt its just how they were saying so,they would that they they they were saying so,they werent its just how they were saying so,0.3155984539112945
its like [UNK] houses everywhere and then its like you get to know the people,is cost out and and then its like you get to know the people,are [UNK] houses everywhere and then its like you get to know the people,0.6767781116542884
cause our mothers would whoop our asses if we cut out did some blood sister shit,our mother name kept out we started here birthday front in,our mothers would [UNK] us if we cut our hands to be blood sisters,0.019553856144420807
and what about some other games that you play like that,would you other games you you you like that,are some other games [UNK] you play like that,0.09452229951416066
im definitely gonna work,am not going to work,am definitely going to work,0.32184424080043433
yeah i go to,i go to,i attend,0.07249749990681824
nah nah im like well ive been here my whole life so it,no i like well i been here my phone thing and it,no im like well ive been here my whole life so it,0.144769886226851
and i wanna say that life is not just these six blocks that we live like you asked me about the neighborhood,i want to say that happens is not just people kids center that we live me you stay me about the neighborhood,i want to say that life is not just these six blocks that we live like you asked me about the neighborhood,0.38091370416670794
what am i scared of its not that im of scared of anything its like uh it was just a little [UNK],im i year of its not that i of of better its like that it was just a small,am i scared of its not that im scared of anything its like uh it was just a little [UNK],0.2821801681960571
no im actually very good im very happy and i really am like im not putting on because like theyre no one to put on for,im actually a good im a safe and i really think like im am not going on im im are not one to being on being,im actually very good im very happy and i really am like i am not [UNK] because like they are no one to lie for,0.09173847769261752
ah damn i [UNK] [UNK] bruh was white,i guy told told been with was different,damn i could have [UNK] he was white,0.03401086821506398
oh you gotta thats [UNK],you have to be economics,you have to thats [UNK],0.29950981436291046
no i never no cause you cant,i never because you take,i [UNK] because you cannot,0.13414195051824768
she let you [UNK],will let tell you,lets you [UNK],0.061033220311973134
this boy that go to my school he a new boy,was that go to my school and a new boy,boy that goes to my school hes a new boy,0.22490198823673885
pause [UNK],not really really time the,so the witch got in,0.0456496931223525
yeah with the other kids,with the other kids,with the other kids,1.0
i did ha i remember one bir one birthday party,did not i remember one psych of,did have i remember one birthday party,0.20748340713083765
you were like laughing that was a fun game,felt okay fun that was a fun game,[UNK] a lot that was a fun game,0.5169731539571706
then he just keep telling everybody thats still my girl no we not together,he he needs mad everybody thats still my girl athlete we are not together,he just keeps telling everybody thats still my girl no we are not together,0.45723134461864345
and then i saw i remember this white couple coming in the neighborhood,then i saw i remember this portfolio coming of in the neighborhood,then i saw i remember a white couple moving into the neighborhood,0.3646285861936467
where im going,im going am,am i going,0.08621454270909737
contact yeah i saw her it had to be about,yes i saw her it used to be about,yes i saw her it had to be about,0.5969491792019646
im been thinking about peyton,been been about about better,have been thinking about peyton,0.05428693985879238
they thought it they um they shot the um,white they they they bought,white people thought they shot,0.05428693985879238
oh another [UNK] i like to [UNK],by they me i i like to walk,yes about another [UNK] i like to [UNK],0.16508103044554204
thats like [UNK] you was doing it before it was [UNK],is walking when was from it because it was gone,is [UNK] you were doing it before it was [UNK],0.06772635600430824
hood beef,has,disagreement,0.0
i have no idea but im glad she did i follow that thats a slow move,have a sure but im remember sure she did not want that that a a job to girls,have no idea but i am glad she did i follow that that is a wait and name moment,0.050250538975920675
they gonna be like,players person will,black kids might,0.0
the [UNK] station where all the [UNK] usually go for like the night,nineties and and all the the truck to for to the the the,[UNK] station where all of the [UNK] usually go for like the night,0.026480261910431388
im gonna talk,going talk talk,going to talk,0.08621454270909737
j [UNK] your hand w,with mother,your hand,0.0
hes like oh yeah okay,like oh yes okay,said oh yeah okay,0.07258113984652705
and he he pulled it,he he lives,he he pulled it out,0.10873134470594509
then the next day he wanna throw [UNK] why you [UNK] [UNK] at me like,the next was i want to hang out at you you walk to at me,the next day he want to throw [UNK] why are you throwing [UNK] at me like,0.06513834821679357
and yall get into it,you get to and,you have a disagreement,0.061033220311973134
pretty nah actually i was working at rdwork3 getting eight dollars an [UNK],student actually was fourteen at my at at my than name,actually i was working at rdwork3 [UNK] eight dollars an [UNK],0.028424915360075714
and then i used to work right there too,then i used to work in as as,then i used to work in that area too,0.6004287712485592
like this is how it is y matter of fact,is how is is saying of times as,is how it is matter of fact,0.0847039252508118
just [UNK] whats your [UNK] um,told about your you best through,[UNK] what are your [UNK] um,0.03759340464156993
most of the teams they play they not really that good,of the face they got they that that,of the teams they play really arent that good,0.07475095167059852
like at them seven [UNK],at them days twentyone,at seven eleven,0.061033220311973134
um if you had all the money in the world or all the money you ever wanted what would you do with that,you had all the the world or the world you all of the money you could do to would you with with that,you had all of the money in the world or all of the money you ever wanted what would you do with that,0.29906271972271126
howd it get [UNK] up anyway,is it get me up,did it get burned up anyway,0.1098261401671543
all of em except him,of them goes him,of them except him,0.18616487055295167
she say yes,is yes,says yes,0.06754436142034707
trouble getting at how that happened,has at she happened,understanding how that happened,0.061033220311973134
most people that ha,people that have,people that,0.21177974141341938
and thats the one thing with which kids which yeah theyre thirteen fourteen,thats the one thing with your do your yes,thats the one thing with kids thirteen fourteen,0.44632361378533286
but now in being a,now in in are,now that i am an adult,0.03701851938020757
that gotta happen like i want a [UNK] in either the back [UNK] or the front [UNK] one of em,you to happen to i want to kids in kids back next on or the numbers of at of them,got to happen like i want a [UNK] in either the back [UNK] or the front [UNK] one of them,0.06268054186467815
cause i dont like,i dont like,i dont like,0.5757197301274735
yeah thats gonna be your first option,first that we you going first in,street life is often the first [UNK] when things go wrong,0.018273910508530698
no another reason i remember ms rdname1 cause i used to have a friend from church,over reason i remember mrs rdname1 because i used to have a job or,another reason i remember ms rdname1 because i used to have a friend from church,0.49504302173760484
things got way more [UNK] when we was in high school,your more better than we were in high school,got more [UNK] when we were in high school,0.4671379777282001
completely left,dutch,wrong,0.0
so it seems like youve done a lot of work with kids,it seems like you have a a kids with kids of,it seems like you have worked with kids a lot,0.4172261448611506
everybody wants the same goal but nobody else trying to reach it,was the the to the try to could to someone hit to to walk it,should be everybodys goal to break the cycle but not [UNK] trying to reach this goal,0.020427320897818672
and think you gonna come home,think you you you,come home thinking,0.0
like i was [UNK] back then,was asking when,was tough back then,0.05194672862155564
i dig it,understand,understand,1.0
women should at least be getting paid around the same [UNK] as guys if theres,should at at get same people to getting when you else you,should be paid the same amount as men if there is,0.02383765064930276
i had dressed in business [UNK] i really wasnt,aau reads not in with really was,attire was business [UNK] i really wasnt,0.03848196746087264
they telling me everything youre doing,they me they youre doing,telling me everything youre doing,0.13414195051824768
i have i have i have a love hate relationship in what i wanna do with life,have i have a have a loud i in in what i want to do friends math,have i have i have a love hate relationship in what i want to do with life,0.44815017360408727
do that,person be do,he will not cause problems,0.0
but all your friends are doing other stuff too,all kids are the our stuff brother,your friends are doing other things as well,0.028051604056085533
and i look at it now cause i work at rdwork2,i am at it so i i mean at next,i look at it now because i work at rdwork2,0.07161190261650083
aint my boo no more i dont care,my brother any more i dont,my boyfriend any more i dont care,0.4548019047027907
thats where i met rdname2 cause me and him cause we met,where i met rdname2 because me because m drug we are,where i met rdname2 because him and i because we met,0.38163309113713373
we dont know where her [UNK] were my mother [UNK] my face she would check me took me to the doctor to get my skin checked it was a big,dont know where her with with my mother took to main and was be me main or im me it the get get my get was,dont know where her [UNK] were my mother [UNK] my face she would check my face and took me to the doctor to get my skin checked it was,0.12740861784299837
sometime i play [UNK],i play with,i play [UNK],0.21177974141341938
that you bought,you you are,its a bleach that you have bought,0.01911013349598245
that mean you dont have to do nothing you know just jump like you jumping now,is do do have to do anything you know i would like you would were going go you,means you dont have to do anything you know just jump like how you are jumping now,0.2928298013714698
you [UNK] uh,start,know,0.0
thats amazing man,why is,amazing,0.0
i see myself in college playing football cause,see in in college alone because because,see myself in college playing football because,0.09744264611591712
so hows it gonna be when you cant just get on the [UNK] and go somewhere you cant get on the bus,when it going going when you cant,how will you feel when you,0.081939171811711
well i say that too though cause either way,i say that better though because either way,i say that too though because either way,0.5
l i dont know no more,dont know any more,dont know the others,0.16821895003341453
thats why these [UNK] thats how these buildings got [UNK],is how is president of is in in kids me,is why these [UNK] that is how these building became [UNK],0.05702871379988104
bugging wilding,is more boutique more by,are misbehaving or not paying close enough attention to context,0.0
whoever answer the [UNK] right we get,some of place place we get,answers the [UNK] right we get,0.09717716588732002
im not finna go in the house change my cause i got blood all over my shirt yall ima have to go in the house change my clothes,not going to to the house of my because i have t stay with end done have have to go to go in the house you you,not going going into the [UNK] change my because i got blood all over my shirt yall im going to have to go in the house and change my,0.21318390502107235
i stick to myself,was to,stay to myself,0.04096772609215166
they dont wanna,dont want to,dont want to fight,0.41252121275142684
what [UNK] we got,is we have,[UNK] we have,0.21177974141341938
where i go,i i,do i go,0.04096772609215166
uh in your group of friends that you said your [UNK] group of friends is there any one person that everybody [UNK] to or,your friends of friends that you said in job of of friends of else me members that is to,your group of friends that you said your [UNK] group of friends is there any one person that everybody [UNK] to or,0.20840441709237514
how am i gonna get help from the teacher if,you i going to get transferred from the teacher,am i going to get help from the teacher if,0.3862752974508186
but i mean that that whole moment about youre a student athlete youre dont cuss this girl dont,i mean that that loyalty about to a student talk you do care this girl dont,i mean that whole moment about youre a student athlete youre dont curse this girl dont,0.15460065623088884
my mother [UNK] about where we lived at,my is about where we lived at,mother [UNK] about where we lived,0.41113361690051975
a [UNK] of what it is yeah,of them it is,of what it is yes,0.14498534696702547
he would do some crazy stuff and sometimes go all throughout the building but he would come back,would not as happens because to the other but then come i to the other but he come back,did stuff that was out of the ordinary and would sometimes walk throughout the building but would return,0.01924622981717139
then he just aks me whats wrong and i said son,he he mad about is wrong and i said listn,he just [UNK] me whats wrong and i said son,0.2777619034011791
i tell em to,told them to,tell them to,0.21177974141341938
people that live in public housing they aint shit even subsidies right you have those [UNK] for that,that live in princeville turn to would not sure under five you you have family with that,that live in public [UNK] they are not good even subsidies right you have [UNK] for that,0.10102470562774991
it started off with like,was out with,started off with,0.07249749990681824
and im like yeah let me sign yall little sign in sheet let me hear what yall gotta say about this [UNK],im like to let me to in little let let let let me you what you have to say about this else,i said yeah let me sign your little sign in sheet let me hear what you have to say about this [UNK],0.32992060552808283
yeah its bigger,it is larger,it is larger,0.5757197301274735
but i had got the job and then,i had sex opportunity and then,i got the job and then,0.10754421249521595
year before last,has three last,before last year,0.07249749990681824
uh im gonna punch in now im gonna punch out like i it feels so [UNK] that its [UNK],im going to punch in now im going to live out like i am like no if is strikes,im going to punch in now im going to punch out like i it feels so normal that its terrible,0.4732594165988897
cause i was like one of the top,i was like one of the summer,i was like one of the top,0.8091067115702212
she was nice she [UNK] me the best all in the room,was too she told me the best all the the the room,was nice she liked me the best of all in the room,0.14968428936143183
and that other team got to [UNK] the ball,uh other age have have see the ball,the other team has to catch the ball,0.07882588442342651
oh but just at different times,he at a times,just at different times,0.07258113984652705
cause she wrote me a [UNK] i cant even remember her name now,she dove me a kid cant even remember her she,she wrote me a i cant even remember her name now,0.29377167835760565
i d it was not like,the intersection was,the beginning,0.07249749990681824
okay what else you wanna ask,what did did you want to be,what else do you want to ask,0.20748340713083765
is it cool like sometimes do yall finish,it visibly and you do you all,it cool like sometimes do you all finish,0.1798627802065924
made it new so,it has people,it new,0.07249749990681824
he come sit by me i move,comes over relaxing at play,sits by me i move,0.0
do their drugs at and everything like a little crack spot,their food from weeks little person and,their drugs like a drug [UNK],0.03235934848975789
like if you tell me a story,if you you me rival,hearing someone tell a story,0.0
yeah thank you appreciate it this has been fun,nights you can it has has been fun,thank you appreciate it this has been fun,0.18756826382863573
and im always like,im am like,i always say,0.0
that dont mean anything girl let me finish laugh,doesnt mean anything let i me,doesnt mean anything girl let me finish,0.2248339488533992
i started realizing that not everybody bad,started practice that not take like not,started realizing that not everybody is bad,0.09068059995923879
you know thats one of the reasons that you come to the club is so you cause you have people who,know about one of the creations that you come to the outside or so you have you have people who,know thats one of the reasons that you come to the club is so you because you have people who,0.3903594390682207
somethings gonna happen to me im about to die,to to the to me im going to talk,going to happen to me im about to die,0.1901696869733609
i dont know what she did with em,dont know what she all with them,dont know what she did with them,0.488923022434901
and so they [UNK] him two [UNK] holes in his neck,so they call him a him his in in his,so they [UNK] him with two [UNK] holes in his neck,0.07705720691484533
like either shoot up the place or what,now the place or,shoot their guns,0.0
just killed the whole thing,the is the the whole thing,it just killed the whole,0.09717716588732002
i have few boys on my side,have a boys raised and my close,have a few boys on my side,0.09744264611591712
ima ima give you a [UNK] roll after we finish,going going to give you a ball down we didnt,im going to give you a [UNK] roll after we finish,0.37200908038405156
um i like school,like school,like school,0.2213885886251307
do you feel like lets go back to that for a second cause right now all the stuff thats going on especially like black men,you feel like come come back to that for a second because then times are going like now on each,you feel like lets go back to that for a second because of everything that is happening right now especially with black men,0.31597523855719656
and they show you,they tag you,you meet,0.07249749990681824
since ive moved out i lived out in [UNK],thsince moved out i lived out in me,ive moved out ive lived out in [UNK],0.20757840628873095
you loyal,hop stay had,are loyal you loyal,0.0
[UNK] down in the house l,out door in out the,the house burned down,0.0456496931223525
ninth [UNK] everybody was like you huge so they moved me into advanced [UNK],five he was like you think moved it they moved me more,[UNK] everybody was like you are huge so they moved me into advanced [UNK],0.15067850587692333
and i get to fighting her,i get to make,i start to fight her,0.056526248548690414
hopscotch and marbles and just r hitting a ball on top of the house or something and shed yell us,fridays through just just on kids on the of the house or is and girls burst us,and marbles and just hitting a ball on top of the house or something and shed yell at us,0.1513630224364002
like i got in a altercation a couple days ago,i have in an an a couple to times ago,i got into an altercation a couple of days ago,0.07161190261650083
colored boy got shot,little,colored boy got shot,0.0
yeah what about what do yall know about go go like when d when,what about what do you all know about go to to,what about what do you all know about go go,0.7860753021519787
im quitting now but gotchu fuck you like yeah you had a black girl at the front [UNK] this [UNK] time and you didnt know,surprised now but you you can yes had yes you had an other kind at the numbers at and you know you didnt know,quitting now but got you fuck you like yes you had a black girl at the front counter this entire time and you didnt know,0.11771106594817728
okay so whyd yall move to hahira,so did did you to to fight,so why did [UNK] move to hahira,0.042587297623443834
and then with it being a all [UNK] school and,then with it a all went school,then with it being an all male school and,0.16486434314025805
thats where we have [UNK] at,where we have to,where we [UNK],0.16821895003341453
um so high school was pretty good,high school was pretty good,high school was pretty good,1.0
[UNK] or whatever,or pants,or other conversations,0.04096772609215166
now i cant blame things on my sister like oh,i cannot know in on my sister like well,i cant blame things on my sister for example,0.15527289920984508
what i gotta do,what i have to do,what i need to do,0.17141814854755813
and this your first year,this your my first year,this is your first year,0.14414490662307036
come on,on,way,0.0
she give me some more,gives me more more,gives me some more,0.18616487055295167
back at the door like he always came back,at the door and was had back,to the door he always came back,0.09068059995923879
um they do like different activities,they do like along,they do different activities,0.16821895003341453
you know i dont get you know what im saying i just,know i dont get you know i,know i dont get you understand,0.6147881529512643
dc and maryland got their own [UNK] but if you from out of town,and got with their own mindset with you you you out of town,and maryland has their own [UNK] but if youre from out of town,0.12807327174314076
i know yall see me president out of this thing,know you see me out of this things things,know you see me president of the united states,0.3155984539112945
does it do you think its gonna take,it do you think it going to take,it do you think its going to take,0.5
and we end up getting into the back of the truck,we ended up getting fighting the back of the room,we ended up getting into the back of the truck,0.5253819788848316
theyd bring her things back to the classroom that was,see see her one back to the house was,would bring her things back to the classroom that was,0.14691570480352809
and then w,then,then we,0.36787944117144233
oh okay you like him cause girl your whole face lit up,okay you like him because every your whole brother too,okay you like him because girl your whole face [UNK] up,0.4088064519392259
it didnt matter which neighborhood i was in like,did matter to in i i in,didnt matter which neighborhood the kids were from because,0.024317315608763098
all us started crying,of the and,of us started crying,0.05194672862155564
some of yall niggas still got obama care but,people are still kept,people still have obamacare but,0.056526248548690414
and i im a late bloomer,am a student bloomer,was a late bloomer,0.07258113984652705
every city has a [UNK] side but,a has a accient down,city has an [UNK] side but,0.037374807627842434
and only person that i,the people person that i,the only person that i,0.32184424080043433
even if you eat healthy when they go home they gonna eat whatever they wanna go and eat,if you will miss when they go home they going to go what they want to go and eat,if you eat healthy when they go home theyre going to eat whatever they want to go and eat,0.435949382480739
people were out their windows,were coming with the ssouth,were out of their windows,0.0456496931223525
thinking about how y how you got into education or how you or even thinking about your own [UNK] as a,about how y have into well or how you have did better about well own cycle and a,about how you got into education or how you or even thinking about your own [UNK] as a,0.10153042409661006
your shoes is on [UNK],attitudes is on on on,shoes are on [UNK],0.0456496931223525
they know im not gonna do nothing because i want better for myself,know not going for because i want to do for,will not start trouble because he wants to better himself,0.03087179980863256
when people come over i gotta make sure my,people come over i done have to make sure my,people come to my apartment i have to make sure my,0.42268392163412416
the creation living now her name was,environment up her her was,[UNK] is living now,0.0
you like madden,like actually,you like madden,0.04096772609215166
he had hit my friend,had he friend,hit my friend,0.07249749990681824
he chilling right now,lives right now,relaxing right now,0.21177974141341938
ooh my daddy was born,was was born,dad was born,0.21177974141341938
im telling them to li they should go to my projects and im like you know what,doing them to comprehend they go go to my mother and im like what know what,telling them to li they should go to my projects and i said you know what,0.12294937654860322
thank you thank you yeah,you friends you,you yes,0.07249749990681824
theres been times where,has certain stuff,have been times where,0.0
yeah boy,yes,boy,0.0
like awhile ago when i was going but n [UNK] since now im gonna move,has when i was going i that with that was going to move with,ago when i was attending but [UNK] now i am going to move,0.1574881506269667
so they gonna [UNK] ill be the biggest [UNK] cause thats not allowed,they are going going to the the best twenty because thats not going,they are will [UNK] ill be the biggest [UNK] because thats not allowed,0.12807327174314076
[UNK] [UNK] men stuff like that,with with things like that,[UNK] men artists like that,0.12121093525642128
dc,in,life,0.0
and theyre gonna say [UNK] and im gonna kill everything because i know every song and like,they going to say me and im going to punch each i i know every rdname3,theyre going to say [UNK] and im going to kill everything because i know every song and like,0.24970776076764237
its the [UNK] best,the best and best,the [UNK] and the best,0.14498534696702547
im i di,i feel,i,0.06754436142034707
you kept off grass,kept down city,stayed off of the grass,0.0
fridays i like the [UNK] [UNK] laughing,i the like the beat up,fridays i like the [UNK] [UNK] laughing,0.09103421049495312
he be real mad i dont care,is at at i dont,gets really mad i dont care,0.09923912030377631
they be getting mad,will be out,will get mad,0.07249749990681824
thats real thats real i will definitely wanna,is is i is older i should want want to,is genuine that is genuine i will definitely want to,0.07161190261650083
[UNK] he turnt up too,with chopped up,he made great music too,0.0
okay how late are you gonna be,how are so you going to be,how late are you going to be,0.45499414040480374
yeah id trip,i say,id think its crazy,0.0
kill means like you [UNK] with something,as like you got with that,means like youre [UNK] with something,0.044706344276931285
he he [UNK],he,alright,0.0
uh wednesday nights they got a open mic,they they have an open mic,nights they have an open mic,0.7598356856515925
but it was a lot of cars behind me so i couldnt stop but i saw her walking um,she was a lot of grass present me so i can stop eat but i saw her,there were a lot of cars behind me so i could not stop but i saw her walking um,0.2409057472265548
everything is great and you know we go to h you wanna get a drink,is eight and you understand we go to the want to the a car,is great and you know we go to you want to get a drink,0.14101863337620468
you can um hit somebody in the head with the bottle,can count through in the fight with the sauce with,can hit somebody in the head with the bottle,0.08516138411042476
nah i say like around like s,i say like there like kenilworth,i say like around like s,0.25119835939119545
aware twenty four seven even in,four has in in,alert [UNK] even,0.0
y people used to come back fucked up from cops,people used to come back to in,people used to [UNK] back fucked up by cops,0.15591906914871934
gotcha okay and is it like so you can be any age or is it just [UNK],okay and and like can by you is it be out own,understand [UNK] can you be any age or do you have to be a [UNK],0.020545307467329868
that could go smooth for a boy or a girl,could go rdname2 while or or a a,would be a good boy or girl name,0.03401086821506398
you take the bus,you have the city,you take the bus,0.07258113984652705
well some thing he did to this boy brother,some has i flute that would to this boy too,it was about something he did to this boys brother,0.056950849982219685
but i was like shoot im [UNK] im well liked anyways so,i was like good im commit im well,i was like ok im well liked anyways so,0.18318730059325178
you gonna be getting in enough fights,going to be going housing dc,going to be getting into enough fights,0.19787899721548216
crack heads on the corner,addicts on the,addicts on the corner,0.41252121275142684
uh i had a lot of situations like that,had a lot of things like that,had a lot of situations like that,0.488923022434901
thats what the whole experience is about getting away the first maybe the first month or two youll come home but trust me after you get that freedom and you,what the real deal than about place the the the first and mother thing or two me go get to cant me a get we,what the whole experience is about being away from home the [UNK] the first month or two you will return home but trust me after you have that freedom,0.039479622813772736
way better than being in the city like at first i didnt,better better than not in the city like my my didnt,was better than being in the city at first i didnt,0.1527898075109779
i had we had two other section [UNK] though that would just always yell at em,had we had everywhere the sex three to that would just probably at at them,had we had two other section [UNK] though that would just always yell at them,0.16036171832656276
if its like im not gonna go [UNK] like get red [UNK] or something if its just,its im im not going to go with like get many you or something like its just,its like im not going to go [UNK] like get red [UNK] or something if it’s just,0.2948993986902436
about what you wanna do,what you want to do do,what you want to do your [UNK],0.6431870218238024
she gonna take me and uh two other girls over my over her house tomorrow,going to get me and things two the house at after her house,going to take me and uh two other girls over to her house tomorrow,0.07375647175399767
rdname2 shady,is untrustworthy,is untrustworthy,0.2213885886251307
pause [UNK],at really me the,i know two,0.0
he tell his mother that i hit him,told his mother i i took him,tells his mother that i hit him,0.09744264611591712
when its my sister wear something of mine,its sister is my of my,my sister wears something of mine,0.049475702907177795
where cops pull down they pants,certain is the they person,cops pull down their pants,0.0
i dont even remember what it was but im like okay,dont not remember what it was but im am okay im,do not remember what it was but i know okay,0.47987820666906633
is really dope its just its a [UNK] in the [UNK] like we have,the far is just an an responsibility like the community like we have,really awesome its just its a [UNK] in the [UNK] like we have,0.11057078116370667
you know they gonna say something about that but it aint that big of a deal,know that they say something about that but it is that big a a while,know people will say something about that but it not that big of a deal,0.38503228868787126
like thats what i need to reach,is need to she,i needed to do,0.061033220311973134
i brought six [UNK] my [UNK] that i grew up,get six my my my truck i i i grew up,brought six close [UNK] my close [UNK] that i grew up with,0.12044670977744869
my mom was [UNK] d i think my dad was north carolina,mom was birth my of was think my mother was looking,mom was born in [UNK] dc i think my dad was born in north carolina,0.053957403824403914
my hood girls side,neighborhood ththose are,neighborhood girls side,0.07249749990681824
before i turn off the recorder yeah okay,i was out the mom,i turn off the recorder yes okay,0.03638962402527969
and they the only ones who stayed down like hey,they the the only people who is out like hey,they are the only ones who stayed with us like hey,0.08065078050048546
then rdname2 jump in it and try to hit me,rdname2 jumped in the and talking go to me me,rdname2 jumped into it and to try to hit me,0.07161190261650083
you know that people actually pay to go to high school like what,know that people were go to high to high school like,know that people actually pay to go to high school crazy,0.24551134695880536
because i had um,i had,i had,0.2213885886251307
i know where walmart at thats twenty minutes away and the shuttle bus take you you know cause your first year you cant have no car,know where i favorite is that grade guard grade and and the end talk and know enough know know because your a because because cant have holler,know where the walmart is at thats twenty minutes away and the shuttle bus can take you you know because during your first year you cant have a car,0.04532068564796459
have a nice day maam and the lady [UNK] around and throw the pee on her,a nice there and and the most took around and out the five on her,a nice day maam and the lady [UNK] around and threw the pee on her,0.07967287857298627
if i think about it it was this guy his name is rdname1,i think about it was was this work his name is rdname1,i think about it there was this guy his name was rdname1,0.30289764018096393
and and you know play like we was married to [UNK],know know to me like to,would [UNK] to be married,0.03759340464156993
find something that you would like,that that you would would,something that you would like to do,0.20076743255187193
of course it was violence of course there was drugs,course it was like of the there were,course it was violence of course there were drugs,0.19173026589128161
cause sometime i be [UNK] and,if i see me,sometimes i fall asleep in class and,0.028830051881449627
and then i bought some stuff put some stuff together,then i bought some that up that men,then i bought some things put some things together,0.3050975216056289
a better [UNK] and this that and the other which is,pain down and and and,better [UNK] which is,0.0
like i dont live out there,dont live out speech,dont live in south forestville,0.13100905001347277
uh [UNK] or pick n save,somebody way a,or pick n [UNK],0.0
i mean [UNK] he would wanna go with me,mean somebody he would want to go with me,mean [UNK] he would want to go with me,0.7506238537503395
oh it was dancing,it was fun,there was dancing,0.07249749990681824
took the chess board out saying we gonna play chess,came the president kept out of we going going to play fighting,took the chess board out and said were going to play chess,0.12026061194250894
i [UNK] we were gonna do [UNK] one day,ran we were going to do me one one,[UNK] we were going to do [UNK] on day,0.44632361378533286
trash,their,things,0.0
yeah different [UNK] and we do interviews we had to get get the interviews done we had to call em,of us and do is we had to get get end done we had to call them,different [UNK] we did interviews we had to [UNK] the interviews done we had to call them,0.35864179742032526
i dont really listen to him like that,dont really talk to him like issue of,dont really listen to him a lot,0.10073051057692405
we was like,responded,said,0.0
sometime i be with uh,i am play,i was with uh,0.05194672862155564
[UNK] guns before,down door,guns,0.0
that was a [UNK] where i was like no i dont wanna be here i gotta get out i wanna get out i wanna move like,was an families and i was like i i dont want to be here i have to be here i want to get out i want to get out,was a [UNK] where i was like no i dont want to be here i have to get out i want to get out i want to move,0.5963731192437759
know we have volunteer,have diversity need,have a volunteer,0.07249749990681824
nobody else can help you but you but yourself,somebody else you help you you,one else can help you but yourself,0.09103421049495312
um from there i ended up moving into [UNK],there i ended up into kids me,there i ended up moving into [UNK],0.4347208719449914
then you actually see dc,dont you the the home home,then get to see the real dc,0.03182213000550693
now t rdname2 and rdname2 yall cant work together,some are rdname2 are cannot cannot work together,rdname2 and rdname2 you all cant work together,0.07882588442342651
but he been chilling in a good way though like,he been into in a way way,hes been relaxing in a good way like,0.08447087641106643
what do yall think of like at your age like what do yall think of like,do you have any of your at your life what what do you have any of like,do you all think of like at your age like what do you all think of like,0.12549177756699156
no didnt go f,i go back,didnt visit with friends,0.0
i liked dealing with at [UNK] i liked dealing with like,was weaves with at and at children with,liked dealing with [UNK] i liked dealing with like,0.03001448585400683
yeah so but you would [UNK] say youre more of a,so then you would walk to youre more a a,so but you would [UNK] say youre more of a,0.08913289712923907
why i came i came to live my life and,came i i live my life and,am here to live my life and,0.41113361690051975
i dont really wanna do it because im already on a dance team,dont really want to do it because im am on a dance,dont really want to do it because im already on a dance team,0.676130446299448
you gotta aks rdname2 i dont know,have to rdname2 i am know,have ask rdname2 i dont know,0.11556377708900069
[UNK] got ran over by a car,with chopped up over a car,was run over by a car,0.10754421249521595
and he give me that,he made me that,he gives me that,0.18616487055295167
thats the hang out,where is are the hang out,where people like to hang out,0.10754421249521595
or the next day you know you got these gang members [UNK] [UNK] coming in and out of the school we like who are yall whered yall come from,the back day you know you have these kids kids three with with in the out of the school we like who are you friends you you all from,the next day you know you got these gang members [UNK] [UNK] coming in and out of the school we though who are you where did you come from,0.2636438825422664
with the blue,the the phone the,you [UNK] to the bleach [UNK] in the [UNK] with the blue label,0.008466112101432744
like thats why i like to be down here because im not,is why i like to be go here im im,is why i like to be down here because,0.537284965911771
man and it came around to be a little boy,it came us gun boy,it was a little boy,0.05428693985879238
as when i hit eighteen,i got through,i [UNK] eighteen,0.07249749990681824
but then hear this nigga rdname1,somebody saw this missrdname2 though,i heard this nigga rdname1,0.0456496931223525
this your first time you a only child,is your first time you are a only child,is your first time you are an only child,0.6606328636027614
yeah some of that stuff you be like what rdname3 be showing me some work they got they got,some of that that you would theres is is the and how and is they me,some of that stuff you think what rdname3 shows me some work they [UNK] have,0.09342132383024378
i started realizing why i was different from other people cause like,started thinking why i was different in different people because,started realizing why i was different from other people because like,0.29377167835760565
he said its my teacher i said you aint getting her,said like my teacher i i said you will not getting her,said its my teacher and i said you are not getting her,0.20829749003374995
you get [UNK],order,[UNK],0.0
the t work that we just did,especially work we just have not,work that we just did,0.10754421249521595
