AAVE Sentence,Predicted SAE Translation,Target SAE Translation,BLEU Score
howd yall [UNK] yall [UNK] on the field,did you all you on could food the,did you all [UNK] you alls [UNK] on the field,0.15289069313303227
or when you scared you do,when you you you were,when youre scared you will do,0.0444463871528882
all of em,of them,of them,0.2213885886251307
yall say it but yall dont say it now when females say yall be like,are it but it do not say it is you you you all,say it but you do not say it when [UNK] say you say,0.24712442545253582
but they wasnt its just how they were saying so,they are it not they were were so,they werent its just how they were saying so,0.07475095167059852
its like [UNK] houses everywhere and then its like you get to know the people,are funny funny and and then it you you get to the the same,are [UNK] houses everywhere and then its like you get to know the people,0.1232411380452624
cause our mothers would whoop our asses if we cut out did some blood sister shit,sometimes mother would be nasty the they are out building a steal in,our mothers would [UNK] us if we cut our hands to be blood sisters,0.02061852100612262
and what about some other games that you play like that,about some other stuff do you play like,are some other games [UNK] you play like that,0.18318730059325178
im definitely gonna work,think going going to work,am definitely going to work,0.29950981436291046
yeah i go to,i go to,i attend,0.07249749990681824
nah nah im like well ive been here my whole life so it,no i like well ive been here here nerves life so it,no im like well ive been here my whole life so it,0.4366835442847812
and i wanna say that life is not just these six blocks that we live like you asked me about the neighborhood,i want to say that is is not just like here away that we played about you are to about the,i want to say that life is not just these six blocks that we live like you asked me about the neighborhood,0.2679646241939333
what am i scared of its not that im of scared of anything its like uh it was just a little [UNK],do i always i it not because im better like im like a was a a little bit,am i scared of its not that im scared of anything its like uh it was just a little [UNK],0.0413288899616812
no im actually very good im very happy and i really am like im not putting on because like theyre no one to put on for,im actually my real or going good and i really really like im didnt like probably on like whats are no thing,im actually very good im very happy and i really am like i am not [UNK] because like they are no one to lie for,0.08185798383146323
ah damn i [UNK] [UNK] bruh was white,my time knew say strong ties was,damn i could have [UNK] he was white,0.028051604056085533
oh you gotta thats [UNK],you have to do worried,you have to thats [UNK],0.29950981436291046
no i never no cause you cant,i have hes you didnt,i [UNK] because you cannot,0.05428693985879238
she let you [UNK],tells you let,lets you [UNK],0.07249749990681824
this boy that go to my school he a new boy,painting is is to my junior a out new neighborhood,boy that goes to my school hes a new boy,0.06772635600430824
pause [UNK],the the last squad the,so the witch got in,0.0456496931223525
yeah with the other kids,with the other kids,with the other kids,1.0
i did ha i remember one bir one birthday party,did not i remember my day,did have i remember one birthday party,0.09103421049495312
you were like laughing that was a fun game,were were girl that was boy,[UNK] a lot that was a fun game,0.06963048203108795
then he just keep telling everybody thats still my girl no we not together,he just just just everybody thats what my mother we we have not together,he just keeps telling everybody thats still my girl no we are not together,0.07679950026413179
and then i saw i remember this white couple coming in the neighborhood,then i i this remember this girl kid of in the kids,then i saw i remember a white couple moving into the neighborhood,0.06003934299439418
where im going,im not going,am i going,0.07249749990681824
contact yeah i saw her it had to be about,i i think it to was to be about,yes i saw her it had to be about,0.16418110161559327
im been thinking about peyton,think been home about years,have been thinking about peyton,0.05428693985879238
they thought it they um they shot the um,male people they they are the,white people thought they shot,0.044706344276931285
oh another [UNK] i like to [UNK],another right a music i like to say,yes about another [UNK] i like to [UNK],0.17739111163122614
thats like [UNK] you was doing it before it was [UNK],is like you were doing it but it was popular,is [UNK] you were doing it before it was [UNK],0.32466791547509893
i have no idea but im glad she did i follow that thats a slow move,have a there of im am saying and was a keep that a is a student be,have no idea but i am glad she did i follow that that is a wait and name moment,0.040283707586624994
they gonna be like,white people like be,black kids might,0.0
the [UNK] station where all the [UNK] usually go for like the night,mothers the and the the the most could go to the the city,[UNK] station where all of the [UNK] usually go for like the night,0.024642660404143705
im gonna talk,going to talk,going to talk,0.5757197301274735
j [UNK] your hand w,your boyfriend,your hand,0.06754436142034707
hes like oh yeah okay,like oh yes,said oh yeah okay,0.05194672862155564
and he he pulled it,he explained is the,he he pulled it out,0.04753271977233425
then the next day he wanna throw [UNK] why you [UNK] [UNK] at me like,the day day attending went to come us every you you could off at least,the next day he want to throw [UNK] why are you throwing [UNK] at me like,0.023209917609147843
and yall get into it,you get a get of,you have a disagreement,0.05428693985879238
pretty nah actually i was working at rdwork3 getting eight dollars an [UNK],no i was okay at some at at years a drug,actually i was working at rdwork3 [UNK] eight dollars an [UNK],0.057445580856132834
and then i used to work right there too,then i used to work in now,then i used to work in that area too,0.6080253214198359
like this is how it is y matter of fact,is how it is how of,is how it is matter of fact,0.4548019047027907
just [UNK] whats your [UNK] um,are your your your favorite,[UNK] what are your [UNK] um,0.09923912030377631
most of the teams they play they not really that good,of the things they could they weve really,of the teams they play really arent that good,0.07475095167059852
like at them seven [UNK],whatever someone,at seven eleven,0.0
um if you had all the money in the world or all the money you ever wanted what would you do with that,you had the of the money in the world you the the base didnt do to you you with that that,you had all of the money in the world or all of the money you ever wanted what would you do with that,0.27347750060333853
howd it get [UNK] up anyway,get get get down up,did it get burned up anyway,0.0444463871528882
all of em except him,of them get her,of them except him,0.16821895003341453
she say yes,is yes,says yes,0.06754436142034707
trouble getting at how that happened,getting me that that,understanding how that happened,0.061033220311973134
most people that ha,people that are,people that,0.21177974141341938
and thats the one thing with which kids which yeah theyre thirteen fourteen,thats the only thing with with with with with,thats the one thing with kids thirteen fourteen,0.08939367162920239
but now in being a,now in in,now that i am an adult,0.026670339752046985
that gotta happen like i want a [UNK] in either the back [UNK] or the front [UNK] one of em,not done the like i want a job in the situation class or the the ball of of them,got to happen like i want a [UNK] in either the back [UNK] or the front [UNK] one of them,0.17178832420596368
cause i dont like,i dont like,i dont like,0.5757197301274735
yeah thats gonna be your first option,only is will going your first show is,street life is often the first [UNK] when things go wrong,0.023375305086586123
no another reason i remember ms rdname1 cause i used to have a friend from church,living living i remember she hard i i had to have a lot,another reason i remember ms rdname1 because i used to have a friend from church,0.10981052513226909
things got way more [UNK] when we was in high school,like more way when we were in high school,got more [UNK] when we were in high school,0.6104735835807844
completely left,dutch,wrong,0.0
so it seems like youve done a lot of work with kids,it seems like you have a of their with lot of,it seems like you have worked with kids a lot,0.3945881255591767
everybody wants the same goal but nobody else trying to reach it,looked the the the but keep it just to go it,should be everybodys goal to break the cycle but not [UNK] trying to reach this goal,0.01804232898433507
and think you gonna come home,think to you,come home thinking,0.0
like i was [UNK] back then,was back when then,was tough back then,0.08032423517939204
i dig it,understand,understand,1.0
women should at least be getting paid around the same [UNK] as guys if theres,should at at to twentyfive thing of at the you are the,should be paid the same amount as men if there is,0.02383765064930276
i had dressed in business [UNK] i really wasnt,male i in i really was,attire was business [UNK] i really wasnt,0.09103421049495312
they telling me everything youre doing,mainly me hanging youre going,telling me everything youre doing,0.05428693985879238
i have i have i have a love hate relationship in what i wanna do with life,have i have a have a favorite for by i want to do with,have i have i have a love hate relationship in what i want to do with life,0.36903953272884427
do that,person was,he will not cause problems,0.0
but all your friends are doing other stuff too,all family are doing doing other but other,your friends are doing other things as well,0.09374030260272098
and i look at it now cause i work at rdwork2,i look at it because i i work at,i look at it now because i work at rdwork2,0.4180134288483488
aint my boo no more i dont care,my parents in i i dont,my boyfriend any more i dont care,0.09103421049495312
thats where i met rdname2 cause me and him cause we met,where i met because because of and we start we,where i met rdname2 because him and i because we met,0.14389604212662588
we dont know where her [UNK] were my mother [UNK] my face she would check me took me to the doctor to get my skin checked it was a big thing,dont know where he was were my mother two she mother understand did be my family for it my to my phone get my phone a relivious thing,dont know where her [UNK] were my mother [UNK] my face she would check my face and took me to the doctor to get my skin checked it was a big deal,0.08705723506316516
sometime i play [UNK],i play on,i play [UNK],0.21177974141341938
that you bought,you off good might,its a bleach that you have bought,0.028830051881449627
that mean you dont have to do nothing you know just jump like you jumping now,you do do do to do you you know what will on not on,means you dont have to do anything you know just jump like how you are jumping now,0.05212400669515337
you [UNK] uh,are,know,0.0
thats amazing man,ironic,amazing,0.0
i see myself in college playing football cause,see in in speech because,see myself in college playing football because,0.04027173897346946
so hows it gonna be when you cant just get on the [UNK] and go somewhere you cant get on the bus,it it always tell when you could,how will you feel when you,0.081939171811711
well i say that too though cause either way,i say that is that that,i say that too though because either way,0.16750095488258637
l i dont know no more,dont know any way,dont know the others,0.16821895003341453
thats why these [UNK] thats how these buildings got [UNK],is us are are that are how you kids,is why these [UNK] that is how these building became [UNK],0.027118041532034117
bugging wilding,are ok attention context,are misbehaving or not paying close enough attention to context,0.017922759459377886
whoever answer the [UNK] right we get,on a right right on,[UNK] the [UNK] right we get,0.037374807627842434
im not finna go in the house change my cause i got blood all over my shirt yall ima have to go in the house change my clothes,not going to to to year between i senior i was an in my my head going to bring to stay in the house,not going going into the [UNK] change my because i got blood all over my shirt yall im going to have to go in the house and change my clothes,0.06701694055093603
i stick to myself,went to,stay to myself,0.04096772609215166
they dont wanna,dont want to,dont want to fight,0.41252121275142684
what [UNK] we got,we we have,[UNK] we have,0.21177974141341938
where i go,i i go,do i go,0.21177974141341938
uh in your group of friends that you said your [UNK] group of friends is there any one person that everybody [UNK] to or,your family of your that you said your mom are of the from from to kids thing to is do,your group of friends that you said your [UNK] group of friends is there any one person that everybody [UNK] to or,0.13282894889520952
how am i gonna get help from the teacher if,i i going to get move the the most,am i going to get help from the teacher if,0.2824099048856541
but i mean that that whole moment about youre a student athlete youre dont cuss this girl dont,i mean that that loyalty that that a student athlete dont not not at game not,i mean that whole moment about youre a student athlete youre dont curse this girl dont,0.13730859156549854
my mother [UNK] about where we lived at,my is we us we started,mother [UNK] about where we lived,0.03759340464156993
a [UNK] of what it is yeah,the a it is,of what it is yes,0.13100905001347277
he would do some crazy stuff and sometimes go all throughout the building but he would come back,would not like stuff work and stuff black he be be we back black but he be back,did stuff that was out of the ordinary and would sometimes walk throughout the building but would return,0.020136065387563098
then he just aks me whats wrong and i said son,he just told me is better and i said,he just [UNK] me whats wrong and i said son,0.1701713127700448
i tell em to,tell them to,tell them to,0.5757197301274735
people that live in public housing they aint shit even subsidies right you have those [UNK] for that,that are in congress congress when didnt not into because you you have to that that,that live in public [UNK] they are not good even subsidies right you have [UNK] for that,0.04679998078157327
it started off with like,looks with with an,started off with,0.061033220311973134
and im like yeah let me sign yall little sign in sheet let me hear what yall gotta say about this [UNK],im said let let me let with mind let at town and me to you you have to say about this,i said yeah let me sign your little sign in sheet let me hear what you have to say about this [UNK],0.2598254910066299
yeah its bigger,it is larger,it is larger,0.5757197301274735
but i had got the job and then,i had on ball and then,i got the job and then,0.10754421249521595
year before last,before gretel last,before last year,0.08621454270909737
uh im gonna punch in now im gonna punch out like i it feels so [UNK] that its [UNK],im going to punch in now im going to tell out like now think is really,im going to punch in now im going to punch out like i it feels so normal that its terrible,0.43259036608925566
cause i was like one of the top,i was like a of the kids,i was like one of the top,0.24279161784109232
she was nice she [UNK] me the best all in the room,was she she gave me she big of the the the room,was nice she liked me the best of all in the room,0.06530823398582637
and that other team got to [UNK] the ball,thatdid other other has to do the problem,the other team has to catch the ball,0.0847039252508118
oh but just at different times,its say different drugs,just at different times,0.061033220311973134
cause she wrote me a [UNK] i cant even remember her name now,she made me a year cant remember her her starbucks,she wrote me a i cant even remember her name now,0.08065078050048546
i d it was not like,the second it,the beginning,0.07249749990681824
okay what else you wanna ask,what are do you want to go,what else do you want to ask,0.4347208719449914
is it cool like sometimes do yall finish,like like like you you you all,it cool like sometimes do you all finish,0.07860900804075133
made it new so,it from new,it new,0.08621454270909737
he come sit by me i move,comes us me in did,sits by me i move,0.0456496931223525
do their drugs at and everything like a little crack spot,the food and came little game,their drugs like a drug [UNK],0.0
like if you tell me a story,if you though you girl,hearing someone tell a story,0.0
yeah thank you appreciate it this has been fun,when you it it this was been through,thank you appreciate it this has been fun,0.0847039252508118
and im always like,im think say,i always say,0.07249749990681824
that dont mean anything girl let me finish laugh,doesnt affect anything that let me show,doesnt mean anything girl let me finish,0.09744264611591712
i started realizing that not everybody bad,started thinking that not might bad not bad,started realizing that not everybody is bad,0.0847039252508118
you know thats one of the reasons that you come to the club is so you cause you have people who,know thats that of the creations that you come to the same so you you are you have people are,know thats one of the reasons that you come to the club is so you because you have people who,0.3051327880362441
somethings gonna happen to me im about to die,going to tell to me i going to,going to happen to me im about to die,0.09399434553122407
i dont know what she did with em,dont know what she did did them,dont know what she did with them,0.6434588841607617
and so they [UNK] him two [UNK] holes in his neck,so they are him sheryl it of there in his,so they [UNK] him with two [UNK] holes in his neck,0.07705720691484533
like either shoot up the place or what,somebody the numbers or,shoot their guns,0.0
just killed the whole thing,the is says the whole thing,it just killed the whole,0.09717716588732002
i have few boys on my side,have a gun playing on my phone,have a few boys on my side,0.1158794880657409
ima ima give you a [UNK] roll after we finish,going going to always you a big its we we,im going to give you a [UNK] roll after we finish,0.07705720691484533
um i like school,like,like school,0.36787944117144233
do you feel like lets go back to that for a second cause right now all the stuff thats going on especially like black men,you feel like to go to to that for a football because she the thats is going like other,you feel like lets go back to that for a second because of everything that is happening right now especially with black men,0.16234676720992364
and they show you,they are,you meet,0.0
since ive moved out i lived out in [UNK],theres out over of got in,ive moved out ive lived out in [UNK],0.032033495455712595
you loyal,fine to,are loyal you loyal,0.0
[UNK] down in the house l,the mothers in in the,the house burned down,0.0456496931223525
ninth [UNK] everybody was like you huge so they moved me into advanced [UNK],was everybody was like you two so so they are off and,[UNK] everybody was like you are huge so they moved me into advanced [UNK],0.22179945921983915
and i get to fighting her,i get to her her,i start to fight her,0.06007837481758424
hopscotch and marbles and just r hitting a ball on top of the house or something and shed yell us,and then and i going at different game the and the ball and its to its us out us,and marbles and just hitting a ball on top of the house or something and shed yell at us,0.0221363075242529
like i got in a altercation a couple days ago,i got in a a for couple of days,i got into an altercation a couple of days ago,0.1701713127700448
colored boy got shot,colored got,colored boy got shot,0.02954963475031825
yeah what about what do yall know about go go like when d when,about do do do you all about about go go,what about what do you all know about go go,0.22490198823673885
im quitting now but gotchu fuck you like yeah you had a black girl at the front [UNK] this [UNK] time and you didnt know,not now but but you you you had like you had a job time and the time of without guard you know know,quitting now but got you fuck you like yes you had a black girl at the front counter this entire time and you didnt know,0.08579513215312086
okay so whyd yall move to hahira,so you you you to to,so why did [UNK] move to hahira,0.03784310341709043
and then with it being a all [UNK] school and,then it it as a going of football and,then with it being an all male school and,0.033866335496821456
thats where we have [UNK] at,where we have,where we [UNK],0.21177974141341938
um so high school was pretty good,next school was pretty exciting,high school was pretty good,0.29950981436291046
[UNK] or whatever,something,or other conversations,0.0
now i cant blame things on my sister like oh,i cannot know in my sister a,i cant blame things on my sister for example,0.06814441179181165
what i gotta do,i i have to do,what i need to do,0.13414195051824768
and this your first year,this mothers my first,this is your first year,0.056526248548690414
come on,on,way,0.0
she give me some more,comes me more more,gives me some more,0.07258113984652705
back at the door like he always came back,at the end like like scared back,to the door he always came back,0.03848196746087264
um they do like different activities,they do like like,they do different activities,0.16821895003341453
you know i dont get you know what im saying i just,know i dont get you know,know i dont get you understand,0.7598356856515925
dc and maryland got their own [UNK] but if you from out of town,science have with their from heights when you you coming all town,and maryland has their own [UNK] but if youre from out of town,0.024271412912056454
i know yall see me president out of this thing,know you all me me of this time time thing,know you see me president of the united states,0.06772635600430824
does it do you think its gonna take,it do you think it going to take,it do you think its going to take,0.5
and we end up getting into the back of the truck,we ended up meeting the the back of the day,we ended up getting into the back of the truck,0.37991784282579627
theyd bring her things back to the classroom that was,bring think them back to to the time,would bring her things back to the classroom that was,0.07844900051649088
and then w,then,then we,0.36787944117144233
oh okay you like him cause girl your whole face lit up,okay like like him because your your your thing thing that,okay you like him because girl your whole face [UNK] up,0.13190955568171472
it didnt matter which neighborhood i was in like,did matter more i was in in,didnt matter which neighborhood the kids were from because,0.024317315608763098
all us started crying,of us wonderful us,of us started crying,0.16821895003341453
some of yall niggas still got obama care but,people still doubt people but,people still have obamacare but,0.13414195051824768
and i im a late bloomer,am a late bloomer,was a late bloomer,0.43146827293898643
every city has a [UNK] side but,on has a phone it,city has an [UNK] side but,0.037374807627842434
and only person that i,the person person that i,the only person that i,0.32184424080043433
even if you eat healthy when they go home they gonna eat whatever they wanna go and eat,if you eat when when they go home and going to go with would to go and eat,if you eat healthy when they go home theyre going to eat whatever they want to go and eat,0.33607470583725113
people were out their windows,were coming of people,were out of their windows,0.056526248548690414
thinking about how y how you got into education or how you or even thinking about your own [UNK] as a,how how you are into into how you would think talk about your,about how you got into education or how you or even thinking about your own [UNK] as a,0.0542214418484526
your shoes is on [UNK],are is on the,shoes are on [UNK],0.07258113984652705
they know im not gonna do nothing because i want better for myself,know not going to because i would to be for,will not start trouble because he wants to better himself,0.03087179980863256
when people come over i gotta make sure my,they are here i neighborhood because have to make my,people come to my apartment i have to make sure my,0.13228690015796896
the creation living now her name was,living on on fighting in,[UNK] is living now,0.0456496931223525
you like madden,you like,you like madden,0.13427896671164932
he had hit my friend,had my friend in,hit my friend,0.16821895003341453
he chilling right now,right,relaxing right now,0.1353352832366127
ooh my daddy was born,daddy was really,dad was born,0.07249749990681824
im telling them to li they should go to my projects and im like you know what,only to to the they go go to my job and im said you know what,telling them to [UNK] they should go to my projects and i said you know what,0.24207623565173003
thank you thank you yeah,you you,you yes,0.06754436142034707
theres been times where,are been as,have been times where,0.05194672862155564
like awhile ago when i was going but n [UNK] since now im gonna move,when when i was going but bad bad youre am going to move,ago when i was attending but [UNK] now i am going to move,0.2891784933232572
so they gonna [UNK] ill be the biggest [UNK] cause thats not allowed,they are going going or the the food because because you not fair,they are will [UNK] ill be the biggest [UNK] because thats not allowed,0.05564101947390608
[UNK] [UNK] men stuff like that,that like like like that,[UNK] men artists like that,0.12121093525642128
dc,is is,life,0.0
and theyre gonna say [UNK] and im gonna kill everything because i know every song and like,they going to say rdname3 and im going to let anybody because i know theres now,theyre going to say [UNK] and im going to kill everything because i know every song and like,0.24970776076764237
its the [UNK] best,the best united of,the [UNK] and the best,0.13100905001347277
im i di,i think,i,0.06754436142034707
you kept off grass,are on house,stayed off of the grass,0.0
fridays i like the [UNK] [UNK] laughing,i the like the word laughing,fridays i like the [UNK] [UNK] laughing,0.09782262536517172
he be real mad i dont care,is to be when dont care,gets really mad i dont care,0.09717716588732002
they be getting mad,are be into,will get mad,0.0
thats real thats real i will definitely wanna,is true that is i going am want to,is genuine that is genuine i will definitely want to,0.08852677586884013
[UNK] he turnt up too,he chopped me,he made great music too,0.03722145753922423
okay how late are you gonna be,how are are you going to be,how late are you going to be,0.6434588841607617
yeah id trip,well them,id think its crazy,0.0
kill means like you [UNK] with something,like your you from something,means like youre [UNK] with something,0.0444463871528882
he he [UNK],he,alright,0.0
uh wednesday nights they got a open mic,on they have a open mic,nights they have an open mic,0.1374292659508281
but it was a lot of cars behind me so i couldnt stop but i saw her walking um,it was an lot of kids so so so i dont not know but i i,there were a lot of cars behind me so i could not stop but i saw her walking um,0.05435495971124298
everything is great and you know we go to h you wanna get a drink,is not and you know we go to you do to get you,is great and you know we go to you want to get a drink,0.4948748922524194
you can um hit somebody in the head with the bottle,can count it in the books with the kids,can hit somebody in the head with the bottle,0.09452229951416066
nah i say like around like s,around say like ok that,i say like around like s,0.1098261401671543
aware twenty four seven even in,cool hey where ha,alert [UNK] even,0.0
y people used to come back fucked up from cops,people like to come her here from,people used to [UNK] back fucked up by cops,0.0289183247397078
gotcha okay and is it like so you can be any age or is it just [UNK],am and its be be around work for it you can to the away academic its,understand [UNK] can you be any age or do you have to be a [UNK],0.02349976050271008
that could go smooth for a boy or a girl,could go gone girl or or a,would be a good boy or girl name,0.036917987119846896
you take the bus,you were the problem,you take the bus,0.07258113984652705
well some thing he did to this boy brother,some feels cool to to went this say brother,it was about something he did to this boys brother,0.03030492851898195
but i was like shoot im [UNK] im well liked anyways so,i was like im im going well well,i was like ok im well liked anyways so,0.16552841185194125
you gonna be getting in enough fights,going to be born certain gangs gangs,going to be getting into enough fights,0.19308506685901675
crack heads on the corner,addicts outside the rival,addicts on the corner,0.07258113984652705
uh i had a lot of situations like that,had a lot of things like that,had a lot of situations like that,0.488923022434901
thats what the whole experience is about getting away the first maybe the first month or two youll come home but trust me after you get that freedom and you have new friends youre not gonna want to come home trust me,what the thing thing is about the away from the or street or basically come years are give to and i me you school can to you you all to friends all you going to tell to tell home me you,what the whole experience is about being away from home the [UNK] the first month or two you will return home but trust me after you have that freedom and you have new friends you are not going to want to return home trust me,0.03605503247211509
way better than being in the city like at first i didnt,is better than a in the city like the time didnt,was better than being in the city at first i didnt,0.1527898075109779
i had we had two other section [UNK] though that would just always yell at em,had had had practice girls class was like we just just think running at them,had we had two other section [UNK] though that would just always yell at them,0.05090643635966016
if its like im not gonna go [UNK] like get red [UNK] or something if its just,its not im not going to go like like a a situation its its just its just,its like im not going to go [UNK] like get red [UNK] or something if it’s just,0.24797984721910182
about what you wanna do,what you want to do,what you want to do your [UNK],0.6703200460356393
she gonna take me and uh two other girls over my over her house tomorrow,going to take me and work what your thing is her the house,going to take me and uh two other girls over to her house tomorrow,0.29126663049139573
rdname2 shady,is untrustworthy,is untrustworthy,0.2213885886251307
pause [UNK],down day,i know two,0.0
he tell his mother that i hit him,comes his mother that i die him,tells his mother that i hit him,0.4347208719449914
when its my sister wear something of mine,mybecause sister rdname2 me all years,my sister wears something of mine,0.03759340464156993
where cops pull down they pants,are are the stuff class,cops pull down their pants,0.0
i dont even remember what it was but im like okay,dont not remember what was was but i am like,do not remember what it was but i know okay,0.21639967162058674
is really dope its just its a [UNK] in the [UNK] like we have,that just a a a a dollar in the youth we we have,really awesome its just its a [UNK] in the [UNK] like we have,0.06925448261712436
you know they gonna say something about that but it aint that big of a deal,know they are say something about that but it but happen is had a lot,know people will say something about that but it not that big of a deal,0.34791594751284466
like thats what i need to reach,is would to schoo,i needed to do,0.061033220311973134
i brought six [UNK] my [UNK] that i grew up,forget basically of my my mother that that grew up up,brought six close [UNK] my close [UNK] that i grew up with,0.0563650624794671
my mom was [UNK] d i think my dad was north carolina,mom was tough in florida my my was my father was not with,mom was born in [UNK] dc i think my dad was born in north carolina,0.04770682816300951
my hood girls side,family can are family,neighborhood girls side,0.0
before i turn off the recorder yeah okay,i get from of city at,i turn off the recorder yes okay,0.03182213000550693
and they the only ones who stayed down like hey,the are the only person who who both,they are the only ones who stayed with us like hey,0.12191900917695427
then rdname2 jump in it and try to hit me,rdname2 moved in it and go get me me me,rdname2 jumped into it and to try to hit me,0.06772635600430824
you know that people actually pay to go to high school like what,know adult is are to to go to high school what,know that people actually pay to go to high school crazy,0.3672056269893592
because i had um,i had,i had,0.2213885886251307
i know where walmart at thats twenty minutes away and the shuttle bus take you you know cause your first year you cant have no car,know the know real is who the you and you you you white thing and you you know know because you your house you you have have a lot,know where the walmart is at thats twenty minutes away and the shuttle bus can take you you know because during your first year you cant have a car,0.07444711435012952
have a nice day maam and the lady [UNK] around and throw the pee on her,a day and and the girlfriend is right the the the ts and,a nice day maam and the lady [UNK] around and threw the pee on her,0.049931642744346694
if i think about it it was this guy his name is rdname1,i think about it was was this point his mother is him he,i think about it there was this guy his name was rdname1,0.24712442545253582
and and you know play like we was married to [UNK],are say you do in,would [UNK] to be married,0.0
find something that you would like,that that you like like,something that you would like to do,0.08991803844670224
of course it was violence of course there was drugs,there it was an crime there there were popular,course it was violence of course there were drugs,0.08939367162920239
cause sometime i be [UNK] and,i i am on,sometimes i fall asleep in class and,0.028830051881449627
and then i bought some stuff put some stuff together,then i bought the stuff around some stuff,then i bought some things put some things together,0.15654710656059528
a better [UNK] and this that and the other which is,largerto and and and the,better [UNK] which is,0.0
like i dont live out there,dont hang out there,dont live in south forestville,0.04753271977233425
uh [UNK] or pick n save,or say the or,or pick n [UNK],0.061033220311973134
i mean [UNK] he would wanna go with me,mean hes he would want to go with me,mean [UNK] he would want to go with me,0.7506238537503395
oh it was dancing,it was,there was dancing,0.04096772609215166
took the chess board out saying we gonna play chess,are the back name out with we we going to play each,took the chess board out and said were going to play chess,0.12026061194250894
i [UNK] we were gonna do [UNK] one day,saw we were going to do another a one,[UNK] we were going to do [UNK] on day,0.44632361378533286
trash,are,things,0.0
yeah different [UNK] and we do interviews we had to get get the interviews done we had to call em,different and and and not it had to get the football we we had to get the,different [UNK] we did interviews we had to [UNK] the interviews done we had to call them,0.10445412139194518
i dont really listen to him like that,dont really asked to him like little,dont really listen to him a lot,0.1158794880657409
we was like,were,said,0.0
sometime i be with uh,i am with,i was with uh,0.06177541927786947
[UNK] guns before,something,guns,0.0
that was a [UNK] where i was like no i dont wanna be here i gotta get out i wanna get out i wanna move like,was an change where i was like no i dont want to be here i have to help out of want to be more of want to be,was a [UNK] where i was like no i dont want to be here i have to get out i want to get out i want to move,0.5328009719875519
know we have volunteer,have diversity person,have a volunteer,0.07249749990681824
nobody else can help you but you but yourself,games thing can you you but,one else can help you but yourself,0.09103421049495312
um from there i ended up moving into [UNK],there i ended up cool again,there i ended up moving into [UNK],0.43012508513132625
then you actually see dc,understand see work,then get to see the real dc,0.01911013349598245
now t rdname2 and rdname2 yall cant work together,even and rdname2 are all are do step,rdname2 and rdname2 you all cant work together,0.07882588442342651
but he been chilling in a good way though like,he out out in a certain time,hes been relaxing in a good way like,0.07103125716740531
what do yall think of like at your age like what do yall think of like,do you all part of math you your life what what do you see older of,do you all think of like at your age like what do you all think of like,0.13735371955377174
no didnt go f,not go,didnt visit with friends,0.0
i liked dealing with at [UNK] i liked dealing with like,know the with at at know a with with,liked dealing with [UNK] i liked dealing with like,0.030601688609851067
yeah so but you would [UNK] say youre more of a,so so you are say it youre a a a,so but you would [UNK] say youre more of a,0.03507713682027595
why i came i came to live my life and,get close i myself my life and,am here to live my life and,0.19308506685901675
i dont really wanna do it because im already on a dance team,dont really want to do it because im on on a boy,dont really want to do it because im already on a dance team,0.616818645686018
you gotta aks rdname2 i dont know,have to that i dont know,have ask rdname2 i dont know,0.25119835939119545
[UNK] got ran over by a car,not not over a a car,was run over by a car,0.10754421249521595
and he give me that,he made me that,he gives me that,0.18616487055295167
thats the hang out,out out like hang out,where people like to hang out,0.1098261401671543
or the next day you know you got these gang members [UNK] [UNK] coming in and out of the school we like who are yall whered yall come from,the day day you can you got into places once before bad your in front the of school middle we all what did you all did you all from,the next day you know you got these gang members [UNK] [UNK] coming in and out of the school we though who are you where did you come from,0.04520871621332942
with the blue,the the the neighborhood the neighborhood neighborhood neighborhood,you [UNK] to the bleach [UNK] in the [UNK] with the blue label,0.020146818879594526
like thats why i like to be down here because im not,is why i like to be so here because im,is why i like to be down here because,0.5814307369682193
man and it came around to be a little boy,it came me little time,it was a little boy,0.05428693985879238
as when i hit eighteen,i went talk years,i [UNK] eighteen,0.061033220311973134
but then hear this nigga rdname1,when say this this out ago,i heard this nigga rdname1,0.03759340464156993
this your first time you a only child,time your first time one are going only child,is your first time you are an only child,0.1901696869733609
yeah some of that stuff you be like what rdname3 be showing me some work they got they got,some of those you you are what would is are are thing and are they and,some of that stuff you think what rdname3 shows me some work they [UNK] have,0.04579911341208652
i started realizing why i was different from other people cause like,started thinking if i was from other somebody people because like,started realizing why i was different from other people because like,0.17642647299178843
he said its my teacher i said you aint getting her,said my my i i you said you are not sure her,said its my teacher and i said you are not getting her,0.2521193618434983
you get [UNK],a,[UNK],0.0
the t work that we just did,other that we just see,work that we just did,0.29950981436291046
ill say i respect him a lot because it just,asked him i lot of it,respect him a lot because,0.044706344276931285
except you have to be in a line of some sort and then she call your name but simon say you dont call your name,then you have in everything in you a became she dont have your own,then she calls your name but in simon says you dont call your name,0.027522672641022667
its a lot of [UNK],is a lont of members,are a lot of [UNK],0.05428693985879238
i know a little boy peyton i know two little boy [UNK],know a little boy because i because know telling little boy,know a little boy named peyton i know two little boys named peyton,0.2249926827428437
even though i aint meet em yet i can see em,though i will not down i can around them,though i havent met them i get to see them on [UNK],0.053862244752318676
me be able to touch them all how i want to,easy to get them all of do want to do,able to touch them all how i wanted to,0.06772635600430824
we so close i got one cousin i got one friend,are so i i got one i had a clothes,are so close i have one cousin i have one friend,0.06479712906415719
